screen_name, location, created_at, description
BigBrosOnline,Lower Mainland,Thu Jun 11 16:56:40 +0000 2009,Vancouver-based charity that offers friendship-based mentoring programs and volunteer opps for men and women. 
10thToTheFraser,New Westminster,Wed Oct 22 02:47:23 +0000 2008,A passionately local blog about life in New Westminster. Hyack the Web; Baby!
skillman,Vancouver; Canada,Wed Jun 06 21:20:43 +0000 2007,Unix/Email/Zimbra geek; IT architect at SFU; cyclist; vegetarian and occasional renovator
G3OP,Vancouver,Mon Feb 09 07:19:35 +0000 2009,I am a writer. Here is my pen.
amedd,,Sun Oct 26 05:04:07 +0000 2008,Husband of @redheadreader. Father of Nolan. Deloitte Public Sector Consultant.Family Services (Van.) Board Member.Political junkie.Former ED of Canada25.
JenniferMoreau,Vancouver,Sat Apr 19 21:40:34 +0000 2008,Burnaby NOW reporter/feminist/Argentine tango dancer
paulc,Burnaby; British Columbia,Sun Mar 11 07:09:45 +0000 2007,Software developer slash telecom guy slash radio guy slash chill out king; depending on the day. Mine's a Stella; cheers! 
Stv,Vancouver,Fri Dec 01 23:43:25 +0000 2006,Partner & Technical Lead at Pencilneck Software. Dad; comics-nerd; indie-music hound; ultimate player. ThinkCity Board Member.  I AM NOT A TV STATION!
sameerdossa,London,Tue Jun 10 22:22:09 +0000 2008,#Family #Friends #Photography #Tech #SocialMedia #Stocks #Formula1 #Canucks #Canada #Vancouver #UK #London #Dentistry #DentalStudent #Computing #Ismaili
ScienceWorldTR,Vancouver; B.C.,Tue Aug 18 20:28:25 +0000 2009,Science World British Columbia Teacher Resources - tweets moderated by Kate Henderson; science teacher. Science World is also tweeting from @scienceworldca 
bc_living,Vancouver; BC; Canada,Tue Sep 16 23:32:58 +0000 2008,The voice of bcliving; exploring the lifestyles and interests of Metro Vancouver and the province of British Columbia.
dennisworld,Vancouver; BC,Fri Mar 23 21:38:00 +0000 2007,Everything green; Traveling; Mobile Internet; Photography; Hiking; Ultimate; Snowboarding; Opportunistic vegetarian; Sailing; Biking; Diving; Audiobooks
stephenhui,Vancouver,Thu Jul 31 23:40:16 +0000 2008,Web editor and technology editor at the Georgia Straight. Email shui@straight.com. http://www.straight.com/
thebuzzer,Burnaby; BC,Tue Jan 13 21:25:49 +0000 2009,I'm Robert Willis; editor of the Buzzer: Vancouver's free transit newsletter since June 2; 1916. (Follow @translink for key transit updates!)
jmv,New West; British Columbia,Wed May 23 14:35:01 +0000 2007,Curator of http://illustratedvancouver.ca/
chatkiller,,Wed Mar 11 18:06:34 +0000 2009,I'm the kid you never see 
jagtweets,White Rock; BC,Thu Feb 19 04:28:40 +0000 2009,Gen X-Millennial dabbling with social media; interested in marketing; food; art and travel
vpsn,Vancouver; BC,Sun Apr 26 23:38:09 +0000 2009,The Vancouver Public Space Network is a grassroots; volunteer collective engaging in advocacy; outreach & education on public space issues in Vancouver. 
rtanglao,Vancouver; British Columbia,Tue Jan 23 06:47:35 +0000 2007,create compelling content constantly! - do it!
FairTollsforBC,Metro Vancouver; BC,Tue Jan 03 08:20:00 +0000 2012,A reasonable way to implement tolls for the Metro Vancouver and Fraser Valley regions; would be NO tolls or smaller tolls on all the Major crossings.
she_loves_wine,Vancouver; for now,Wed Apr 01 03:43:57 +0000 2009,Wine Lover; traveler and techie by training; gourmand at heart. I will not recommend anything I haven't tried. Spreading the love of wine. Peace.
VothPhoto,Kelowna; BC,Sun Jan 25 23:26:42 +0000 2009,Photography :: Art :: Design :: Fun :: Kelowna BC :: Modern with a Classic Edge :: Instagram :: vothphoto
IanKing,New Westminster; BC; Canada,Mon Sep 29 04:33:32 +0000 2008,Itinerant writer (ex-24 hours; etc); Webslinger; political junkie; food buff; working-class guy. Engaged to @ravnsdaughter
liquiddeli,Vancouver; BC,Wed Mar 18 00:56:23 +0000 2009,Mom.Winemaker for 22 years.Make wine; beer; vinegar; cider.Love wax paper; hate plastic.Small footprint; shop locally. This is a beautiful place let's keep it!
lifemovesca,North Vancouver; Canada,Mon May 25 20:44:35 +0000 2009,Lifemoves Health & Rehabilitation - Kinesiologists; experts in getting people with chronic illnesses; disabilities and or injuries moving for life. Alfred Ball
24hoursvan,Vancouver; B.C.,Tue Nov 04 21:53:55 +0000 2008,24 hours Vancouver newspaper at your service! 
bikramlangley,Langley; BC,Wed Mar 18 04:04:12 +0000 2009,Best workout for your mind; body; and soul.  Hottest studio in town!
ddossot,Vancouver; BC,Tue Feb 24 21:59:07 +0000 2009,Software Professional; Open Source Developer & Author.
Steveston,Richmond BC,Mon Nov 03 08:34:16 +0000 2008,Observations From Steveston BC We Live Here & Love It! 
Nakitap511,Virginia,Fri Mar 25 08:58:45 +0000 2011,
Olenem903,Virginia,Fri Mar 25 08:10:53 +0000 2011,
glesp87,Vancouver,Wed Jun 17 17:44:09 +0000 2009,
MyLoverArlo,Vancouver; BC,Sat Apr 11 23:11:59 +0000 2009,life liver. people connector. story teller. city explorer. social meteor. 
gheer,Vancouver,Wed Sep 10 06:44:07 +0000 2008,I like shiny toys; entrepreneurship; mobile; filmmaking; the Habs and my dog.
Ashley_Realtor,Vancouver; BC,Fri Mar 20 06:35:49 +0000 2009,VanCity admirer; music lover; positive energy seeker! @REBGV Director-at-Large and Westside Division Director; Vancouver REALTOR®... Loving life!
ingchristina,Vancouver; BC,Thu Dec 04 20:36:47 +0000 2008,Marketing Specialist @RewardStream • Grant Writer @GreyhavenBirds • Marketing Strategy + tweets @WIL_Fdn • herbivore • yoga • live music • herbal tea • love
aidapk,Vancouver; BC,Sun Dec 07 04:08:04 +0000 2008,Vancouver home - Toronto origin/ LUV comedy; music; design; travel; shopping; eBay; dessert / I do marketing; design + sell travel (@PleasureTripZ)
nwilliamson,Burnaby; BC,Sat May 24 06:28:14 +0000 2008,Lover of all things entertainment; good TV; good movies; interesting and well-written blogs/articles; and I may share a great recipe or two!
matthewdl,Vancouver; BC,Sun Sep 21 22:58:23 +0000 2008,My one goal in life is simply to teach an alien robot how to love.
dale42,Vancouver; BC,Fri Jul 04 17:33:31 +0000 2008,Avid film watcher; book reader and Drupal Drupaler
mikelroy,ÜT: 43.644377;-79.423555,Tue Feb 03 01:29:19 +0000 2009,Designer. Cyclist. Geek. Mac addict. Amateur chef (cook; really). Videographer. Communicator. East-Van-ite.
nlamontagne,Vancouver - LA,Mon Feb 23 13:54:30 +0000 2009,City Planner / Urbanist / Student (PhD @ UCLA)  Fascinated by the many random things that makes cities interesting and wonderful places to be and live
paulcip,Burnaby; BC; Canada,Tue Dec 16 16:37:16 +0000 2008,Editor; writer; into photography; sustainability; streamkeeping; community.
Vancouver_Adam,Vancouver,Sat Apr 11 18:58:14 +0000 2009,Transportation professional; cycling advocate; urban critic and future developer.   Never stop riding.
harrietglynn,vancouver; bc,Fri Sep 19 20:15:33 +0000 2008,Writer; blogger; arts lover; CBC radio fan. Parent in an open adoption. Associate at Limelitepr.
werabc,Vancouver; BC,Thu Nov 06 03:21:48 +0000 2008,
julia_z,Metro Vancouver,Fri Oct 24 18:14:06 +0000 2008,Marketer; communicator; philanthropist; student
jpthornton,Toronto; Canada,Thu Dec 18 19:32:48 +0000 2008,Principal at Stantec Architecture; I'm not trying to change the world; only influence it.
myshal,Vancouver; Canada,Wed Jan 14 22:15:39 +0000 2009,1) reinventing myself; 2) foodie; 3) eclectic musical taste
matsuma,Vancouver,Tue May 20 02:20:38 +0000 2008,change management specialist; communications consultant; bike junkie; insatiable foodie; advocate; westcoaster
rbrtwhite,Delta/Vancouver; BC,Wed Mar 05 05:09:50 +0000 2008,photographer. interaction designer/developer. architectural dreamer/urbanist. lover of metro vancouver. i also run the weekly Nicholson Rd feature on @VIAwesome
iampeterk,Vancouver,Thu Jan 29 19:02:38 +0000 2009,Father of 2 little guys. Keeping busy in Real Estate development. Love chatting Hockey; Economics; and Real Estate...especially over beers LOL.
JonJennings,Vancouver; BC,Sat Jul 05 16:04:14 +0000 2008,Software developer; technology fan; home brewer; Toastmasters VP Education
brandner,Vancouver,Thu Jul 19 20:34:40 +0000 2007,Vancouver Web developer; working on some cool projects including e-learning stuff
creamy_blue,,Sat May 30 16:16:34 +0000 2009,Enjoy a life advanture that includes food; photography; and laughters~
VinceSharma,Canada,Thu Aug 13 00:03:53 +0000 2009,I am a Patriotic; Liberal Canadian who works in Health Care
SteamworksPub,Vancouver; BC,Wed Apr 15 05:18:45 +0000 2009,Got the blues? Grab some brews! Enjoy the views! Use pool cues! Which beer to choose? Check out our other fine eatery @roguewetbar! 
rascallyRob,Vancouver; Canada,Fri Sep 21 14:37:56 +0000 2007,Technologist for Clubvibes.com; retired anti-spam guru; very long-time DJ.
SimplyDevastate,49.279408;-122.994144,Sat Apr 25 21:37:26 +0000 2009,
monsieur_mac,Vancouver; BC,Sun Mar 08 21:44:06 +0000 2009,Lover of beer; coffee; epic dance parties; and everything in between. Also the President of the AMS at UBC Vancouver; sometimes.
furtney,Vancouver,Sun Mar 09 18:24:08 +0000 2008,ex professional walker
