screen_name, location, created_at, description
LannnerZ,,Mon Mar 23 21:47:34 +0000 2009,I love enjoying great wine with good friends &/or total strangers. I tend to follow the delicious.
uprisingbreads,Vancouver,Mon Jan 24 14:11:02 +0000 2011,Baking tasty; whole grain; honey-sweetened bread & goodies for 35 yrs in Vancouver; BC. Two bakery/cafés: 1697 Venables & 3066 W Broadway www.uprisingbreads.com
VanObserver,Vancouver; BC,Sat Nov 15 18:15:22 +0000 2008,Journalism matters.
RobCottingham,Vancouver,Tue Oct 24 04:25:30 +0000 2006,Social media enabler (@socialsignal).  Noise to Signal cartoonist (@ntos). Humorist. Speaker.  Sweetie of @awsamuel.  Believer in the wide-open web.
bartdebaere,Vancouver/Europe,Tue Nov 25 04:30:23 +0000 2008,Geek. Yogi. Avid traveller. PhD student @UBCGradSchool. Volunteer @YouthCo. Lover of cute dogs and pain au chocolat snob. Favours hugs over handshakes.
iheartcities,Vancouver; BC,Wed Jun 17 18:55:53 +0000 2009,urban enthusiast; public engagement specialist; sustainability nerd; music lover & knitter. #publicengmt
stephenhui,Vancouver,Thu Jul 31 23:40:16 +0000 2008,Web editor and technology editor at the Georgia Straight. Email shui@straight.com. http://www.straight.com/
canadamais,Vancouver Canada,Thu Feb 23 05:09:24 +0000 2012,Estudar inglês em Vancouver / Canadá #intercambio - #studyabroad #vancouver #canada
TheCityonCiTR,Vancouver; Canada,Fri Feb 17 18:57:59 +0000 2012,The City; an urban affairs show on CiTR 101.9 FM in Vancouver; hosted and produced by Andy Longhurst. Tuesdays 5pm. Available in FM; web stream; and podcast.
andrewconsiders,Vancouver,Mon Jun 27 04:18:45 +0000 2011,
SafeHarbourCdn,Vancouver and B.C.,Fri Oct 24 17:05:53 +0000 2008,Creating welcoming & #inclusive communities for newcomers & all Canadians through #diversity workshops & #intercultural communication. 
dietersoetje,,Mon Jan 30 06:40:36 +0000 2012,
KarinaLanting,BC,Sat Apr 18 16:13:10 +0000 2009,owner/operator of Project K; an online based accessory company & popular lifestyle blog. Check out Project K's official Twitter account at @tweetprojectk. 
TerraBreads,Vancouver; BC,Sun Feb 01 03:33:49 +0000 2009,Terra Breads is a leader in artisan baking and fresh café products. We make true artisan breads using traditional methods developed over thousands of years. 
KurtisKolt,Vancouver,Sat Nov 01 22:08:45 +0000 2008,Vancouver Enthusiast! | Independent Wine Consultant & Writer | Guy About Town | Laptop Hobo | Optimist
darkbluewaters,Vancouver,Sun May 29 01:46:02 +0000 2011,Currently living near the ocean; thinking about education; social media; web design; things to do in Vancouver and other random thoughts.
jzerkee,Vancouver; BC; Canada,Mon Mar 28 21:56:39 +0000 2011,Mom. Archivist. Library clerk. List-maker extraordinaire. Cat person.
Mary_Augusto,Vancouver/Canadá,Sun Jan 10 15:05:50 +0000 2010,Brasileira vivendo em Vancouver; estudante de Ger de Projetos; formada em ADM; consultora de intercambio; apaixonada por fotografias e louca por viagens!!!
tracyrawa,,Thu Jan 22 16:28:47 +0000 2009,
RUNVAN_rdjordan,Vancouver; BC,Thu Dec 15 01:05:15 +0000 2011,Race Director | Vancouver International Marathon Society |   41st BMO Vancouver Marathon | May 6 2012 |  Cyclist w/ a running problem | Community Advocate 
LauraRienks,Vancouver; BC,Thu Oct 20 19:28:49 +0000 2011,SFU Environmental Science Graduate; avid traveler and figure skater.
aitakt,Vancouver; Canada,Thu Dec 29 19:37:45 +0000 2011,Passionate about the non-profit sector; philanthropy; and volunteering. Aspiring apiarist. Occasionally talks like a fortune cookie. 
RCCSYouth,Richmond; B.C.,Sun Oct 30 04:56:02 +0000 2011,R.C.C.S. created this youth group for local youths to meet new friends; and provide them with volunteering opportunities in their community. Come join the fun!
arwenhunter,Vancouver; Vancouver Island,Sun Oct 19 22:10:27 +0000 2008,filmmaker; foodie; dog person; sailor; hobo
jamievala,,Thu Nov 24 03:47:34 +0000 2011,landscape architect; park planner; biologist; passionate about creating urban environments with space for all creatures
ArtsFutureYVR,Vancouver; BC,Thu Oct 06 18:44:36 +0000 2011,A display and celebration of the Future of Community Arts in Vancouver - engaging with 12 partners who are involved with youth + community + art @ArtsCouncilYVR
frenchpressme,New Westminster BC,Sat Aug 29 16:46:12 +0000 2009,Loving #NewWest BC. Coffee Roaster @SS_Coffee. Promoting community; food; people; businesses; products & ideas. Contact me here or email: followforage@gmail.com
vanoccupied,Unceded Coast Salish Territory,Fri Oct 28 21:42:54 +0000 2011,
HRYao,vancouver,Sun Dec 12 05:57:34 +0000 2010,Academic advisor for Beedie School of Business by day; dancer of Argentine tango by night.  Lover of fresh markets & tasty food; collector of words and paper.
lindzmarsh,Vancouver;Coast Salish Land,Mon Feb 23 22:29:58 +0000 2009,#Sustainable community developer; #RRU #intercultural communication grad student; #diversity trainer; #queer activist in #Vancouver; lover of #haiku
FreshOutlook,Canada,Sat Oct 15 17:07:17 +0000 2011,The Foundation uses communication and collaboration tools to enable lasting behaviour changes that support social; environmental and economic sustainability. 
GECCoop,Maple Ridge/Pitt Meadows,Fri Mar 11 06:27:06 +0000 2011,Vision: to open a storefront Co-op for #mapleridge & #pittmeadows offering local products; helping to strengthen community and re-localize our economy. #GECCoop
VanSocialPolicy,Vancouver; BC,Tue Aug 23 20:47:41 +0000 2011,CoV Social Policy works to address critical social issues facing Vancouver: food security; immigration; child/youth/senior/family policy; urban health. 
W2Radio,DTES; Vancouver,Sat Oct 15 04:46:48 +0000 2011,Broadcasting in Vancouver at 102.7FM; Mon to Fri; 6 to 8am; streams http://www.coopradio.org/content/listen Get involved! radio@creativetechnology.org
sarenatalbot,Vancouver,Thu Feb 17 22:38:01 +0000 2011,Passionate about community. Committed to social change. Certified skipper. Education Program Assistant @CoDevCanada. Candidate Liaison @COPEVancouver.
PlaceSpeak,Vancouver,Sat Jan 08 01:07:43 +0000 2011,PlaceSpeak is a location-based consultation platform that connects citizens to local issues. Claim your place. Speak your mind. Most tweets from @YuriArtibise.
janet_see,Vancouver,Sat Nov 27 01:15:31 +0000 2010,Canucks fan; caffeine addict. 
devotedforlife,Vancouver; BC,Mon Jan 24 23:43:42 +0000 2011,Lover of food; cooking and outdoors. Check it out at http://foodandpassion.blogspot.com
angecullen,Vancouver; BC,Mon Dec 06 21:04:51 +0000 2010,You may regret following me. Just like Peter Mansbridge did.
geoffmeggs,Vancouver,Mon Mar 16 04:36:24 +0000 2009,Vancouver City Councillor; Metro Vancouver Director; cyclist; hiker and practitioner of idealistic pragmatism.
jcnarvey,Vancouver,Fri Sep 17 01:51:51 +0000 2010,a movie loving; foody student
WorldinaGarden,Vancouver; BC,Mon Mar 21 23:46:22 +0000 2011,Multicultural urban agriculture project that educates community and youth on the benefits of a just and local food system.    
DTESNHouse,Vancouver; BC,Fri Jul 01 06:26:10 +0000 2011,The grassroots and secular DTES Neighbourhood House was created by the residents of the downtown eastside; for the residents of the downtown eastside.
chanels2cents,Vancouver,Wed Mar 02 21:37:41 +0000 2011,On BoD of @SustainableSFU; chair of @SFULocalFood. sustainability; youth leadership; food security; urban ag; bikram yoga; art; social justice.
jawnbeary,Vancouver; British Columbia,Sat Nov 20 22:24:30 +0000 2010, I'm a Liberally-inclined political hack. In my spare time; I'm an IR major at UBC attempting to learn Mandarin. Opinions expressed here are not my own.
Sninkle_o,BC; Canada,Tue Jul 28 15:00:28 +0000 2009,Life is too short to not take chances. I am a geeky girl: play vid games; learning Japanese; like to break software & think it's fun to play with Excel & Access
aleksandrabrz,Vancouver; Canada,Tue Aug 03 05:34:36 +0000 2010,cities; music; wit; living room dancing; gin cocktails; travel; books; baking; crosswords; anything involving costumes.
jess_pan,Vancouver,Sat Jul 09 06:21:42 +0000 2011,#CommunityActionInitiative program coordinator; #UBC master of health administration candidate; @EHLVancouver events coordinator; recycler; dancer & foodie 
spacingvan,Vancouver; B.C.; Canada,Fri Jun 24 15:28:46 +0000 2011,Spacing Vancouver examines the joys; obstacles & politics of the urban landscape in B.C. @Spacing Canadian Magazine of the Year 2007-09.
sengsuriya,Vancouver; Canada,Sun Mar 22 03:53:10 +0000 2009,Interdisciplinary designer; trained in architecture. Maker of things and music. Winnipeg-grown flâneuse.
YuriArtibise,Vancouver; BC,Wed Aug 13 01:37:14 +0000 2008,I'm a policy analyst; blogger; urbanist & community manager who is re-discovering what #Vancouver has to offer. I also tweet for @PlaceSpeak and @SpacingVan
Viva_Van,Vancouver; BC,Tue Apr 19 20:56:35 +0000 2011, Imagine if you transformed popular Vancouver streets into public spaces that attracted people to spend more time on the street! That's Viva Vancouver!
diyyinah,Vancouver; CANADA █ ♥ █,Thu Mar 26 02:13:04 +0000 2009,[Diana]: Proud Canadian | IB Student | Journalist | Environmentalist | Musician♬ | Blogger | Foodie | Karateka | Co-founder @SpeakNowTV.. Fancy! Tweet me. ☺
0415ADA,Vancouver; BC,Mon Feb 09 12:59:16 +0000 2009,Not gonna lie; this is all about me. Plus maybe retweets about sustainability; food security; cities; 604 events; film. Follow at your own risk.
mdobrinskaya,Vancouver; BC,Thu Jun 09 22:29:30 +0000 2011,Politics. Food. Vancouver. Baby.
cvmevents,Vancouver,Mon Feb 23 18:19:16 +0000 2009,Home of CAN DO! Marketing & Special Event Project Mngmt.Co. Difficult is easy; impossible just takes a bit longer. Cheers; Ingrid
PairBistro,Vancouver,Wed Mar 10 09:57:21 +0000 2010,Serving the best BC local ingredients and wine since 2004
MyLoverArlo,Vancouver; BC,Sat Apr 11 23:11:59 +0000 2009,life liver. people connector. story teller. city explorer. social meteor. 
DragonTruck,Vancouver BC,Wed May 19 18:36:05 +0000 2010,Vancouver's Award Winning Pan-Asian Mobile Restaurant & Caterer. As seen on the Food Network; NY Times; Macleans... Check us out on BURRARD & ROBSON!
stephanie_ip,Vancouver; B.C.,Tue Feb 01 03:41:33 +0000 2011,I'm a reporter with 24 hours in Vancouver; B.C. Read more over at @24hoursvan or email me at stephanie.ip(at)sunmedia.ca. Views are my own.
josiepadro,Vancouver; BC,Thu Apr 14 16:01:45 +0000 2011, - health and lifestyles writer for print and the web
