screen_name, location, created_at, description
EZStreetCanada,,Mon Feb 27 23:04:29 +0000 2012,EZ is a polymer-modified high performance industry changing cold asphalt that is guaranteed permanent.
soojeehahn,,Sun Feb 14 08:27:49 +0000 2010,
LocalBizzLive,White Rock;BC Canada,Tue Jun 14 09:56:10 +0000 2011,Online Advertising; LIVE Directory;  Marketing; Networking; Business Profiles; Web Design; Hosting; (SEO); Brand Messaging.White Rock; South Surrey & BEYOND.
CD1xon,Saanich (Gordon Head); BC,Sun Feb 20 23:39:09 +0000 2011,School; weightlifting; and a whole bunch of random stuff I tweet (or retweet) about. If you don't like what is on my twitter; don't follow me. Simple as that.
EmilyRielly,,Thu Mar 08 17:44:38 +0000 2012,
kimdudra,Vancouver; Canada,Wed Mar 11 16:33:17 +0000 2009,
inmotion_tech,Vancouver; BC; Canada,Sun Jan 24 19:18:09 +0000 2010,The leader in mobile networking systems that provide organizations with secure; manageable end-to-end communications.
chenpigpig,Canada,Sat Aug 21 14:53:53 +0000 2010,
mainbarb,,Sat Mar 10 03:10:06 +0000 2012,
sarallin,Vancouver; BC,Sat May 01 20:32:21 +0000 2010,Future Jeopardy contestant.
92ism,Vancouver,Fri Nov 06 18:35:05 +0000 2009,
vancouverbiker,Vancouver BC,Thu Oct 27 21:52:08 +0000 2011,I live in Vancouver.  Ride my bike and race Triathlon.  Interested in Transportation and Technology.
MizzRose_SR,VanCity,Mon Feb 13 19:40:17 +0000 2012,I rise every day; to shine every day; thru the ins and the outs peace is mine every day.... **LOVE**
CdnClubVan,Vancouver; BC,Fri Feb 24 00:52:22 +0000 2012,Fostering fellowship among people and encouraging the celebration of Canadian identity.
AndersFalk2,1008 Homer Street Vancouver BC,Thu Aug 04 18:01:47 +0000 2011,
otanbouz,,Thu Mar 08 22:31:36 +0000 2012,
WildBoar604,Vancouver,Sat Jan 21 07:18:58 +0000 2012,I am a wild boar from Vancouver BC. I can be seen running loose near Dunlvey and Railway. Keeping my eyes open for the #HootDogs. Yumbo Yumbo in my tumbo! 
TheToddReport,USA,Sat Jun 06 18:40:30 +0000 2009,The Todd Report! Truth; Wisdom; Love and Honor! Welcome to my world! Blessings to all of you! #Fitness #God #ChargeLIFE #ChargingLIFE
VW137150,Vancouver; BC,Fri Oct 21 20:46:13 +0000 2011,Volkswagen MK5 Driver
LA_Classic,#MONEYGANG ,Thu Jun 23 22:27:35 +0000 2011,Why try to fit in when your a standout . #SWAGonabillie
alyaramadan,Kelowna,Thu Nov 27 02:13:25 +0000 2008,CBC Radio-Daybreak Announcer/Operator  
yu_yumimi,,Thu Mar 08 20:11:10 +0000 2012,
jacobbeckley,Chicago; IL,Wed Mar 04 18:28:55 +0000 2009,Creative Director @fusion92; Technical Developer; Visual Designer; Social Media Enthusiast; Brand Advocate; First Adopter & Technology Savant.
GMuschi,,Sun Mar 11 01:31:58 +0000 2012,
Brecheesies,Canada,Thu Feb 10 06:15:21 +0000 2011,
joswallace,,Sun Mar 11 04:11:38 +0000 2012,
accattorney,USA,Sat Jun 12 08:41:25 +0000 2010,A nationwide directory of accident attorneys
BoredDank,,Thu Apr 14 23:11:59 +0000 2011,
NeneRusso,vancouver,Mon Sep 27 21:44:50 +0000 2010,
showstopper,Vancouver; BC,Thu May 01 22:08:24 +0000 2008,Alter-ego.
5uwanna,Vancouver,Sat Mar 10 21:45:48 +0000 2012,
DaveHaboosheh,Vancouver; BC,Thu Jul 07 23:07:28 +0000 2011,CEO & Founder - AdCabs Media /  Realtor 
31daffodils,vancouver; bc,Sat Mar 10 04:38:41 +0000 2012,
italdirectory,Canada,Thu Oct 07 21:46:21 +0000 2010,The Italian Directory website was created with the support of community members; advertisers; and contributing authors. This is a website for everyone to enjoy.
Random66516396,,Fri Mar 09 03:41:15 +0000 2012,
Kyra_Cielo,,Fri Mar 09 02:58:42 +0000 2012,Live.Love.Laugh.
vcbride,Vancouver,Mon Jan 03 21:19:37 +0000 2011,Where frugal meets fabulous!  Advice & inspiration for Metro Vancouver brides on a budget {2011 Best New Weblog - Ninjamatics Canadian Weblog Awards}
MrRhapsody24,Canada,Tue May 12 04:09:13 +0000 2009,probare me falsus fere hic orbis domine.
JACOB3X,Vancouver BC,Sun May 31 04:10:19 +0000 2009,Its Just me Jacob Jacob Jacob
TsogtbaatarB,,Sat Mar 10 05:59:23 +0000 2012,
gerlight,,Tue Jan 12 02:24:12 +0000 2010,Four limbs and too many tongues.
jeffreymayr,Birch Bay; Washington,Thu Mar 24 22:45:27 +0000 2011,Global Missionary; Secretary of Missions Pentecostal Evangelical Church Organization; Senior Pst Surrey Central City Church Surrey; BC Canada; spiritual leader.
tinajllu,Vancouver; Canada,Wed Sep 17 08:09:28 +0000 2008,there's more to me than can be described in 160 words. 
DTESGreenWaste,Vancouver,Tue Dec 07 03:10:03 +0000 2010,We're a social enterprise in #Vancouver’s #DTES. Specializing in #Hoarding #Cleanup; #Junk Removal; #Recycling & #Garbage Pickups across Vancouver; we donate!
emiluuy,Vancouver,Fri Mar 09 05:49:22 +0000 2012,Trippin' balls
amqpro,,Wed Mar 09 02:17:15 +0000 2011,I found a great way to attract money... work! ||   Singer• Musician• Producer
thelasource,Vancouver; BC; Canada,Thu Nov 12 00:31:48 +0000 2009,The Source/ La Source Newspaper is a Vancouver bilingual newspaper. It encourages new ideas and ways of thinking through reporting on arts and diversity. 
r0neiL,,Wed Dec 14 08:50:45 +0000 2011,overdosed on confidence
rocketmandarin,,Thu Mar 08 21:35:03 +0000 2012,
ryeezyy,,Mon Oct 24 15:39:27 +0000 2011,don't worry about the things that don't worry about you.
samson_yuen,Burnaby North,Thu Mar 08 19:59:05 +0000 2012,samson1@hotmail.com.hk
AberdeenMedia,Aberdeen,Mon Feb 06 09:19:49 +0000 2012,New service linking Aberdeen people with national press and TV. Huge coverage and top fees paid. Get in touch. 
ShawnahTeddy,,Thu Mar 08 15:54:05 +0000 2012,
ICBC_Lawyers,British Columbia; Canada,Sun Feb 26 04:01:48 +0000 2012,ICBC claim specialists providing legal presentation to people injured in motor vehicle accidents including pedestrians and cyclists.  Free Consultation.
PearyLe,,Tue Apr 13 04:20:25 +0000 2010,Look that way.
chelsey_baxter,,Thu Mar 08 19:13:36 +0000 2012,
kevinjduxbury,Tsawwassen; BC; Canada,Tue Nov 29 03:42:13 +0000 2011,
KenStef,Vancouver; B.C.,Fri Feb 13 14:03:07 +0000 2009,Specialize in Vancouver's West Side; love sports; cars; golf; boating; fine food; husband
RoseanneKufeldt,,Thu Apr 21 22:49:52 +0000 2011,Hardworking Sales Professional who loves travelling; running; singing and anything competitive!
