screen_name, location, created_at, description
hill_zane,Vancouver; BC,Thu May 05 11:20:00 +0000 2011,Living in #Vancouver BC. Interested in all things #urban activation and  #sustainability. 
GerryTMcGuire,Vancouver;Canada,Sat Jan 17 14:36:10 +0000 2009,Father;entrepreneur;photographer;artist; political pundit and proprietor of A-Ace Limousine Incorporated in Vancouver;BC.  604-961-9123
christyclarkbc,Vancouver; BC,Tue Jan 20 15:14:57 +0000 2009,Premier of British Columbia.
VanObserver,Vancouver; BC,Sat Nov 15 18:15:22 +0000 2008,Journalism matters.
stephenhui,Vancouver,Thu Jul 31 23:40:16 +0000 2008,Web editor and technology editor at the Georgia Straight. Email shui@straight.com. http://www.straight.com/
vpsn,Vancouver; BC,Sun Apr 26 23:38:09 +0000 2009,The Vancouver Public Space Network is a grassroots; volunteer collective engaging in advocacy; outreach & education on public space issues in Vancouver. 
homelessaction,Metro Vancouver; BC Canada,Wed Jun 24 00:57:42 +0000 2009,Greater Vancouver Regional Steering Committee on Homelessness
canadamais,Vancouver Canada,Thu Feb 23 05:09:24 +0000 2012,Estudar inglês em Vancouver / Canadá #intercambio - #studyabroad #vancouver #canada
andrewconsiders,Vancouver,Mon Jun 27 04:18:45 +0000 2011,
LoriYork_Voice,Canada,Wed Mar 18 07:05:52 +0000 2009,Voice Over Artist | Executive Assistant at TAXI
Mary_Augusto,Vancouver/Canadá,Sun Jan 10 15:05:50 +0000 2010,Brasileira vivendo em Vancouver; estudante de Ger de Projetos; formada em ADM; consultora de intercambio; apaixonada por fotografias e louca por viagens!!!
tracyrawa,,Thu Jan 22 16:28:47 +0000 2009,
RUNVAN_rdjordan,Vancouver; BC,Thu Dec 15 01:05:15 +0000 2011,Race Director | Vancouver International Marathon Society |   41st BMO Vancouver Marathon | May 6 2012 |  Cyclist w/ a running problem | Community Advocate 
shhh_joanne,Vancouver,Tue Nov 29 05:26:59 +0000 2011,
scyofbc,British Columbia,Tue Aug 31 21:31:37 +0000 2010,Society for Children and Youth of BC is a non-profit dedicated to improving the well-being of children & youth through the full realization of the UNCRC.
ArtsFutureYVR,Vancouver; BC,Thu Oct 06 18:44:36 +0000 2011,A display and celebration of the Future of Community Arts in Vancouver - engaging with 12 partners who are involved with youth + community + art @ArtsCouncilYVR
nate_pope,Vancouver,Wed Mar 17 07:45:43 +0000 2010,Promoting recreation; change and healthy lifestyles for youth in Vancouver.
AnthonyNSmith,Vancouver; BC,Wed Aug 18 09:17:37 +0000 2010,Data visualization expert passionate about human health and environmental sustainability.
vanoccupied,Unceded Coast Salish Territory,Fri Oct 28 21:42:54 +0000 2011,
nsvancouver,Vancouver,Thu Oct 20 00:03:01 +0000 2011,Neighbourhoods for a Sustainable Vancouver (NSV). Vote for real democracy!
StopBillboard,,Tue Oct 18 04:59:54 +0000 2011,
KathMacIntyre,Langley; BC,Thu Mar 31 18:04:21 +0000 2011,Mum; wife; daughter; sister; early childhood educator; parent/child advocate who embraces life and looking to grow and learn everyday!
Garossino,Vancouver,Tue Aug 23 03:10:24 +0000 2011,Sandy Garossino on civic affairs. Sandy ran as an Independent candidate for Vancouver City Council in 2011.    
jeanhakizimana,Vancouver,Fri May 29 14:36:07 +0000 2009,Jean is an interpreter and community organizer who brings energy; passion; and creativity to individuals and organizations to implement positive social change
LookoutSociety,Metro Vancouver,Fri Oct 07 15:06:06 +0000 2011,Lookout Emergency Aid Society is a Vancouver non-profit organization providing services and housing to men and women who are destitute and require assistance.
vanvotes,Vancouver; BC,Sat Oct 01 23:27:16 +0000 2011,A resource for info; issues + candidates from the #vanelxn. Developed & managed by the @vpsn. An info site: We are not endorsing a specific party or candidate. 
GoldenGreatWall,705 West Broadway,Fri Sep 09 00:09:01 +0000 2011,We are a Family Operated Restaurant with Traditional Value and Modern Views. Call 604-873-9147 for Free Delivery; Take out; Questions; or Reservation.  
WorldinaGarden,Vancouver; BC,Mon Mar 21 23:46:22 +0000 2011,Multicultural urban agriculture project that educates community and youth on the benefits of a just and local food system.    
EcoArtsSalon,Vancouver; BC,Tue Jul 26 15:24:10 +0000 2011,a monthly event to showcase community-engaenvironmental artists in Vancouver and dialogue about art+environment+community. It is coordinated by @ArtsCouncilYVR 
